,title,details
211, Aygaz tüp alana cinemaximum sinema bileti hediye," Aygaz kampanyaları sürüyor. Aygaz şimdi ev tüpü alan müşterilerine sinema bileti hediye ediyor. Kampanya kapsamında ev tüpü alarak verilen şifre ile cinemaximum sinema salonlarından 1 adet bilet hediye fırsatından yararlanabilirsiniz.  Türkiye’nin en çok tercih edilen tüpgaz markası Aygaz, Cinemaximum ile yaptığı..."
212, Paraf akaryakıt kampanyası 30 TL hediye 17 Ekim-15 Kasım, Paraf ve Parafly kredi kartı sahiplerine özel akaryakıt kampanyası kapsamında tek seferde ve farklı günlerde yapacağınız 75 TL ve üzeri 5 adet akaryakıt harcamasında 30 TL değerinde paraf para hediye edilecektir. Kampanya 15 Kasım tarihine kadar tüm banka poslarından yapılacak...
213, Prins lpg kiti taktırana Go yakıttan 50 TL hediye, Aracına Lpg kiti taktırarak tasarrufa başlamak isteyenlerin alabileceği en iyi lpg kiti olan Prins şimdi Go akaryakıt istasyonlarında geçerli 50 TL değerinde yakıt hediye ediyor. Son teknoloji lpg kiti Prins bayilerinden lpg montajınızı yaptırdıktan sonra Go Card hediye paketi içinden...
214, Zubizu Shell akaryakıt kampanyası her ay 15 TL hediye, Markalara özel indirimlerin sunulduğu Zubizu internet sitesinde Shell akaryakıt kampanyası başladı. Kampanya kapsamında araç plakanızı ve Shell club smart kartınızı Zubizu uygulamasına ekleyerek her ay yapacağınız 300 TL ve üzeri yakıt alımınızda 15 TL değerinde yakıt kazanabilirsiniz.  Zubizu uygulamasını android ve...
215, Fiat servislerinde Opet akaryakıt kampanyası 50 TL hediye, Fiat yetkili servilerinde kampanyalar sürüyor. Fiat ve Opet akaryakıt işbirliği ile düzenlenen kampanya kapsamında servislerde 499 TL ve üzeri alışverişlerde Opet istasyonlarında geçerli 50 TL yakıt puan hediye edilecek. Kampanyaya boya ve kaporta işlemleri dahil olmayacak. Kampanya 31 Ekim 2016...
216, Shell akaryakıt İdo kampanyası 10 TL hediye 16 Ekim – 13 Kasım, Shell ve İdo işbirliği ile düzenlenen yeni kampanyada İDO Eskihisar - Topçular hattından yapılacak araçlı yolculuklarda 10 TL değerinde Shell akaryakıt hediye ediliyor. Kampanya 16 Ekim – 13 Kasım 2016 tarihleri arasında Shell motorist mobil uygulaması üzerinden katılımlarda geçerlidir.  Kampanya Ayrıntıları  Kampanya...
217, Tekzen 250 TL alışverişe 30 TL Shell akaryakıt hediye kampanyası, Tekzen mobilya ve Shell akaryakıt işbirliği ile düzenlenen yeni kampanya kapsamında 2 Kasım 2016 tarihine kadar Tekzen'den 250 TL ve üzeri alışveriş yaparak 25 TL değerinde hediye yakıt kazanma fırsatı sizleri bekliyor. Motorist uygulaması ile katılımlarda 30 TL yakıt kazanılacaktır.  Kampanya...
218, Shell otogaz toplam 200 TL harcamaya 20 TL hediye 3-31 Ekim, Shell otogaz kampanyası kapsamında bu ay 31 Ekim tarihine kadar Clubsmart kart ile yapılacak toplamda 200 TL harcamada 20 TL değerinde hediye yakıt fırsatı sunuyor. Shell motorist uygulaması üzerinden kampanyaya katılarak hediye smart puanınızı alabilirsiniz.  Kampanya Ayrıntıları  Kampanya 3 Ekim –...
219, Maximum kart Opet kampanyasında 40 TL hediye 1 Ekim-15 Kasım, Maximum kredi kartı sahipleri Opet ve Sunpet akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 100 TL ve üzeri 4. alışverişte 40 TL değerinde maxi puan kazanacak.  Kampanya anlaşmalı istasyonlarda geçerli olacak ve kazanılan puanlar yine Opet ve Sunpet istasyonlarından kullanılabilecektir.  Kampanya...
220, Axess kredi kartı Total akaryakıt kampanyası 40 TL hediye 1 Ekim–15 Kasım, Axess kredi kartı sahiplerine özel Total akaryakıt kampanyası kapsamında Total  istasyonlarından tek seferde ve farklı günlerde yapacağınız 4 adet 100 TL ve üzeri alışverişte 40 TL değerinde chip para kazanacaksınız. Kazanılan chip paralar yine Totalde kullanılabilecektir.  Kampanya 1 Ekim – 15...
221, Bp bonus kart kampanyası 4×100’e 40 TL hediye 1 Ekim – 15 Kasım, Bonus kredi kartı sahipleri BP akaryakıt istasyonlarından yapacakları alışverişlerde 40 TL değerinde bonus kazanacak. Kampanya kapsamında 15 Kasım 2016 tarihine kadar tek seferde ve farklı günlerde yapacağınız 100 TL üzeri 4 adet alışverişte 40 TL bonus kazanacaksınız.  Kampanya Ayrıntıları  Kampanya 1...
222, Migrostan 100 TL harcamaya 20 TL Petrol ofisi yakıt hediye, Migros mağazalarından money club veya Positive card ile 100 TL ve üzeri alışveriş yaparak Petrol ofisi istasyonlarından 20 TL hediye yakıt kazanabilirsiniz. Kampanya 29 Eylül - 31 Ekim 2016 tarihleri arasında geçerli olacaktır.  Kampanya Ayrıntıları  Kampanya 29 Eylül - 31 Ekim...
223, Opet world kart kampanyasında 25 TL yakıt hediye 26 Eylül – 31 Ekim, Opet world kredi kartı sahipleri bu ay Opet akaryakıt istasyonlarından yapacakları her 100 TL ve üzeri harcamalarda 5 TL olmak üzere toplamda 25 TL değerinde hediye yakıt kazanacak. Kampanya 26 Eylül 2016 - 31 Ekim 2016 tarihleri arasında geçerli olacaktır.  Kampanya...
224, Total her 60 TL LPG alımına 6 TL hediye 5 Eylül – 20 Ekim 2016, Demirören şirketler gurubu tarafından satın alınan Total Türkiye yeni kampanyasında 60 TL lpg alımında 6 TL hediye puan fırsatı sunuyor. Kampanya 5 Eylül - 20 Ekim 2016 tarihleri arasında geçerli olacak ve 3 defa puan hediye edilecektir.  Kampanya puanları Total club kartınıza...
225, Petrol Ofisi money club karta özel 30 TL hediye yakıt kampanyası, Money Club kartınızla Petrol ofisi istasyonlarından yapacağınız toplamda 200 TL ve üzeri alışverişlerde bir sonraki alışverişlerinizde kullanılmak üzere 30 TL değerinde yakıt hediye edilecektir. Money club kartınızı 30 Kasım 2016 tarihine kadar aktifleştirerek 2016 yıl sonuna kadar toplam 200 TL...
226, Bp Hopi kampanyası 25 TL paracık hediye, Hopililer kazanmaya devam ediyor. Bp ve hopi işbirliği ile düzenlenen yeni kampanya kapsamında 26 Ağustos - 30 Eylül 2016  tarihleri arasında yapacağınız toplamda 325 TL alışverişte 25 TL değerinde paracık hediye edilecektir.  Kampanya Ayrıntıları  Kampanya 26 Ağustos 2016 - 30 Eylül...
227, Opet tatil çekiliş kampanyası 1000 kişiye 50 TL yakıt hediye," Opet hediye yakıt çekilişlerine devam ediyor. Opet tatil çekiliş kampanyası kapsamında 1000 kişiye 50 TL değerinde yakıt puan hediye edecek. 19 Eylül tarihine kadar opet.com.tr/TatilYolu/ adresindeki formu doldurarak çekilişe katılabilirsiniz.  Kampanya Ayrıntıları
• Opet Resmi web sitesinden duyurulacak ve www.opet.com.tr/tatilyolu internet sitesi..."
228, Shell world kart kampanyası 4×100’e 40 TL indirim 16 Ağustos – 30 Eylül, World kredi kartı sahipleri üye Shell akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 100 TL ve üzeri alışverişte 40 TL indirim kazanıyor. Kampanya 16 Ağustos - 30 Eylül 2016 tarihleri arasında geçerli olacaktır. Harcamaların world poslarından yapılması zorunludur.  Kazanılan...
229, Bonus kart Petrol Ofisi kampanyası 4×100’e 40 TL hediye 16 Ağustos – 30 Eylül, Bonus kredi kartı sahipleri üye Petrol Ofisi akaryakıt istasyonlarından yapacakları alışverişlerde 40 TL kazanıyor. Kampanya kapsamında tek seferde ve farklı günlerde yapacağınız 4 adet 100 TL ve üzeri harcamada 40 TL değerinde bonus kazanacaksınız. Kampanyaya bonus flaş üzerinden katılabilirsiniz. Diğer yollarla...
230, Axess opet kampanyası 4×100’e 40 TL hediye 16 Ağustos – 30 Eylül, Axess ve Opet işbirliği ile harika bir akaryakıt kampanyası haberimiz var. Axess kredi kartı sahipleri Opet ve Sunpet istasyonlarından tek seferde ve farklı günlerde yapacağınız 4 adet 100 TL ve üzeri akaryakıt veya otogaz alışverişinde 40 TL değerinde chip para...
231, Migrostan axe deodorant alana 10 TL Petrol ofisi yakıt hediye," Migros marketlerden Money club kartınızla 2 adet Axe 150ml deodorant aldığınızda Petrol Ofisinde geçerli 10 TL'lik akaryakıt kazanacaksınız.  Kampanya Ayrıntıları  7-20 Temmuz 2016 tarihlerinde Migros, 5M Migros, Mıgrosjet mağazalarından veya Migros Sanal Markeften kayıtlı ve veri paylaşım izni bulunan Money Club..."
232, BP maximum kart kampanyası 20 TL hediye 1 Temmuz – 15 Ağustos 2016, Maximum kredi kartı sahipleri BP akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 75 TL ve üzeri 4 adet harcamada 20 TL değerinde maxi puan kazanacak. Kampanya 1 Temmuz - 15 Ağustos 2016 tarihleri arasında geçerli olacaktır. İstasyonlardan ne aldığınız önemli...
233, Opet bayrama özel 5 kat puan kampanyası 1-10 Temmuz, Opet akaryakıt istasyonlarında ramazan bayramına özel kampanya kapsamında 5 kat fazla yakıt puan fırsatı 1 - 10 Temmuz 2016 tarihleri arasında sizleri bekliyor. Kampanya 500 TL’ye kadar benzin veya motorin alışverişlerinde geçerlidir.  Kampanya Ayrıntıları  1-10 Temmuz 2016 tarihleri arasında 500 TL’ye...
234, Paraf Total akaryakıt kampanyası 4×75’e 30 TL hediye 1 Temmuz-15 Ağustos 2016, Paraf kredi kartı sahipleri ÜYE Total akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 75 TL ve üzeri dört adet alışverişte 30 TL değerinde paraf para kazanacak. Kampanya 15 Ağustos tarihine kadar sürecek ve kazanılan puanlar Total'de kullanılabilecek.  Kampanya katılımı için...
235, Petrol Ofisi world kampanyası 4×100’e 40 TL indirim, Yapı Kredi world kart sahiplerine özel Petrol Ofisi akaryakıt kampanyası kapsamında farklı günlerde 4 adet 100 TL ve üzeri alışverişte 40 TL indirim fırsatı sizleri bekliyor. Kampanyaya yapı kredi cüzdan uygulaması üzerinden katılabilirsiniz. Kampanya 15 Ağustos tarihine kadar geçerli olup...
236, Opet bonus kart kampanyası 4×100’e 50 TL hediye 1 Temmuz – 15 Ağustos 2016, Bonus kredi kartı sahipleri Opet istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 100 TL ve üzeri alışverişte 50 TL değerinde bonus kazanacak. Kampanya 1 Temmuz - 15 Ağustos 2016 tarihleri arasında bonus flaş üzerinden yapılan başvurularda geçerli olacaktır....
237, Aygaz otogaz çekiliş kampanyası 2016," Aygaz ve Mogaz otogaz  yakıt istasyonlarından yapacağınız 40 TL ve katları tutarında alışverişlerinizde çekiliş hakkı kazanabilirsiniz. Kampanya 25 Haziran-10 Ağustos 2016 tarihleri  arasında geçerli olacaktır. Çekiliş sonucunda 25 kişi 1.000 TL’lik LPG Puanı, 50 kişi 500 TL’lik LPG Puanı, 75 kişi 250..."
238, Opet kart 1000 kişiye 100.000 TL hediye kampanyası, Opet Kart sahipleri kazanmaya devam ediyor. Opet kartınızla yapacağınız 75 TL ve üzeri katlarında yakıt alarak çekilişe katılabilirsiniz. Çekiliş kampanyası sonucunda 1000 kişiye 100.000 TL değerinde yakıt hediye edilecektir.  Kampanya Ayrıntıları   Bu kampanya Opet Petrolcülük A.Ş. tarafından Milli Piyango İdaresi Genel...
239, Opet Bridgestone kampanyası her lastiğe 15 TL indirim," Opet akaryakıt şirketi ve Bridgestone lastik işbirliği ile düzenlenen ramazan kampanyası kapsamında İzmir, Bursa, Ankara ve Antalya'da bulunan anlaşmalı Opet istasyonlarında lastik ölçümü yaptıranlara özel lastik başına 15 TL indirim fırsatı sunuluyor.  Bridgestone ekipleri 3 ilde 9 Opet istasyonunda lastik ölçüm çalışmaları..."
240, Aygaz otogaz 2016 babalar günü hediye kampanyası," Aygaz otogaz istasyonlarında 2016 babalar gününe özel kampanya kapsamında aygaznerede.com sitesindeki formu doldurarak 10 TL değerinde yakıt puan kazanacaksınız. Kazandığınız puanı 50 TL üzeri otogaz alımında kullanabilirsiniz.  Kampanya Ayrıntıları
1. Kart no. girilmemesi durumunda 10 TL değerinde Paro puan cep telefonuna yüklenecektir...."
241, Aytemiz Petrol axess kampanyası 15 Haziran – 31 Temmuz 2016, Axess kredi kartı sahipleri üye Aytemiz petrol akaryakıt istasyonlarından farklı günlerde yapacakları 75 TL ve üzeri 4. alışverişte 20 TL değerinde chip para kazanacak. Kazanılan puan yine Aytemiz istasyonlarında geçerli olacaktır. Kampanya katılımı için “AYTEMIZ” yazarak 4566’ya mesaj gönderilmelidir.  Kazanılacak chip-paralar 10 Ağustos...
242, Shell 2016 babalar günü yarışma kampanyası," Shell babalar gününe özel kampanyasında çift kişilik bodrum tatili hediye ediyor. 2016 babalar günü için yarışmaya katılmak isteyenler babalarıyla hayalini kurdukları tatili #babamlaben etiketiyle paylaşacak.  Juri tarafından seçilecek en yaratıcı fotoğrafı paylaşmak için son katılım 18 Haziran, haydi hayal gücünü kullan,..."
243, Petrol Ofisi yaz kampanyası 50 TL hediye 8 Haziran – 21 Temmuz 2016," Petrol ofisi istasyonlarında akaryakıt kampanyaları sürüyor. Petrol ofisi yaza özel kampanyasında Money Club Kart ya da Positive Card sahiplerine özel 50 TL'ye varan benzin hediye ediyor. Kampanya 8 Haziran - 21 Temmuz 2016 tarihleri arasında geçerli olacaktır, katılım için ARAÇ PLAKANIZI..."
244, BP akaryakıt 350 TL harcamaya 20 TL hediye, BP akaryakıt istasyonlarında başlayan yeni kampanya kapsamında 3 Temmuz 2016 tarihine kadar Bp club kart ile yapacağınız 350 TL ve üzeri harcamalarda 20 TL değerinde puan hediye fırsatı sizleri bekliyor.  Kampanya Ayrıntıları  Kampanya 30 Mayıs 2016 - 3 Temmuz 2016  tarihleri...
245, Aygaz otogaz Autoclub koltuk temizleme kampanyası," Aygaz otogaz ve AutoClub işbirliği ile düzenlenen kampanya kapsamında 4 koltuk temizleme ve ozonla dezenfeksiyon paketi için 210 yerine 99 TL ödeyecek ve 50 TL'ye varan otogaz kazanacaksınız. 30 Haziran 2016 tarihine kadar sürecek kampanya çok karışık ve anlamsız olmuş,..."
246, Opet world kart kampanyası 4×100’e 40 TL ekstre indirimi, World kredi kartı sahipleri Opet akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 100 TL ve üzeri alışverişte 25 TL değerinde ekstre indirimi kazanacak. Kampanya kapsamında 30 Haziran 2016 tarihine kadar yapı kredi cüzdan uygulaması üzerinden katılımla 40...
247, Total maximum kampanyası 25 TL hediye 16 Mayıs-30 Haziran 2016, Maximum kredi kartı sahipleri Total akaryakıt istasyonlarından yapacakları alışverişlerde 25 TL değerinde maxi puan kazanacak. 30 Haziran 2016 tarihine kadar devam edecek kampanya kapsamında üye Total istasyonlarından tek seferde ve farklı günlerde yapacağınız 100 TL ve üzeri dördüncü alışverişte 25...
248, Sunexpress uçak biletlerinde opet karta özel %25 indirim," Opet kart sahipleri Sunexpress firmasından alacakları yurtiçi uçak biletlerinde %25, dış hat biletlerinde %20 indirim fırsatından yararlanacak. Kampanya 20 Mayıs tarihine kadar devam edecek.  Kampanya Ayrıntıları  28 Nisan - 20 Mayıs tarihleri arasında Opet Kart sahiplerine, SunExpress tarifeli iç hat seferlerinde %25,..."
249, Petrol Ofisi maximum kart kampanyası 2×100’e 20 TL hediye, Maximum kredi kartı sahipleri Petrol Ofisi istsyonlarından tek seferde ve farklı günlerde yapacakları 2 adet 100 TL ve üzeri alışverişte 20 TL değerinde maxi puan kazanacak. Kampanya 15 Mayıs 2016 tarihine kadar ÜYE iş yerlerinden yapılacak ödemelerde geçerlidir.  Kampanya katılımı için...
250, TEB bonus kart Shell akaryakıt kampanyası 15 Nisan – 31 Mayıs, TEB Bonus kredi kartı sahiplerine özel Shell akaryakıt kampanyası kapsamında farklı günlerde ve tek seferde yapacağını 4 adet 100 TL ve üzeri alışverişte 25 TL değerinde bonus kazanma fırsatı sizleri bekliyor.  Kampanya 15 Nisan – 31 Mayıs tarihleri arasında geçerli olacak olup...
251, Lukoil Top sende yarışma kampanyasında 1000 TL hediye yakıt, Rus şirket Lukoil ülkemizde akaryakıt sektöründe faaliyet gösteriyor. Lukoil her ne kadar bu ülkede birçok kişiye istihdam sağlasa da Rusların Türklere yaptığı gibi biz de Rus şirketlerine tepkimizi göstermeliyiz. Bu haberi yayınlamamızdaki amaçta bu oldu.  Lukoil tepkiler sonucu müşteri çekmek amacıyla...
252, Shell bonus kampanyası 30 TL hediye 15 Nisan – 31 Mayıs, Bonus kredi kartı sahipleri Shell akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 100 TL ve üzeri 4 adet alışverişte 30 TL Shell bonus kazanacak. Kampanyaya katılım bonus flaş üzerinden yapılmalıdır aksi halde 25 TL hediye edilecektir. Üye iş yeri...
253, Opet Arda Turan hediye forma kampanyası," Opetten beklenemeyecek bir kampanya haberimiz var. Binlerce kişiye yakıt kartı hediye eden Opet şimdi 10 adet imzalı Arda milli takım forması hediye ediyor. Belirtilen internet sitesine girip gerekli işlemleri yapanlar arasından yapılacak çekilişle sadece 10 kişiye forma hediye edilecek.  Kampanya Ayrıntıları
• Opet’e..."
254, Axess akaryakıt kampanyası 4×100’e 30 TL hediye 1 Nisan – 15 Mayıs, Axess kredi kartı kampanyaları Nisan ayında da tüm hızıyla devam ediyor. Axess yeni akaryakıt kampanyasında ÜYE BP akaryakıt istasyonlarından 1 Nisan – 15 Mayıs tarihleri arasında tek seferde ve farklı günlerde yapacağınız 4 adet 100 TL ve üzeri alışverişte 30...
255, Vestel Shell %15 indirim kampanyası 15 Mart 2016 – 15 Nisan," Shell Club Smart Kart sahiplerine özel kampanya kapsamında Vestel internet satış sitesinde %15 indirim fırsatı sizleri bekliyor. Kampanya kapsamında 15 Mart 2016 – 15 Nisan 2016 tarihleri arasında vestel.com.tr üzerinden yapacakları 48” ve üzeri televizyon alımlarında %15, 48” altı televizyon..."
256, Jolly tur her 200 TL alışverişe 20 TL total yakıt hediye 2016, Jolly tur 2016 erken rezervasyon kampanyaları ve indirimleri sürüyor. Jolly turdan yapacağınız her 200 TL ve katları tutarında alışverişe 20 TL değerinde TOTAL yakıt kazanacaksınız. Kampanya kapsamında 31 Mayıs 2016 tarihine kadar toplamda 200 TL hediye yakıt şifresi kazanabilirsiniz.  Club TOTAL...
257, Opet çekiliş kampanyası 1000 kişiye 50 TL hediye anında katılım, Opet akaryakıt şirketi yeni kampanyası kapsamında çekiliş formunu dolduranlara arasından yapacağı çekiliş sonucunda 1000 kişiye 50 TL değerinde hediye yakıt kazanma şansı sunuyor. Formu doldurup cep telefonunuza gelecek onay kodunu girdiğinizde çekilişe katılma hakkı kazanacaksınız.  Çekiliş katılım linki: https://www.opet.com.tr/sevginipaylas/home/thanks?nkt=122a812d00-3#
